iter	Passed	Remaining
1871	296	4449
1872	296	4449
1873	296	4449
1874	296	4449
1875	296	4449
1876	296	4448
1877	297	4448
1878	297	4448
1879	297	4448
1880	297	4448
1881	297	4448
1882	297	4447
1883	298	4447
1884	298	4447
1885	298	4447
1886	298	4447
1887	298	4446
1888	298	4446
1889	298	4446
1890	299	4446
1891	299	4446
1892	299	4446
1893	299	4446
1894	299	4446
1895	299	4446
1896	300	4446
1897	300	4446
1898	300	4445
1899	300	4445
1900	300	4445
1901	300	4445
1902	301	4445
1903	301	4445
1904	301	4445
1905	301	4445
1906	301	4445
1907	301	4445
1908	302	4444
1909	302	4444
1910	302	4444
1911	302	4444
1912	302	4444
1913	302	4444
1914	303	4444
1915	303	4443
1916	303	4443
1917	303	4443
1918	303	4443
1919	303	4443
1920	303	4443
1921	304	4442
1922	304	4442
1923	304	4442
1924	304	4442
1925	304	4441
1926	304	4441
1927	305	4441
1928	305	4441
1929	305	4441
1930	305	4441
1931	305	4441
1932	305	4441
1933	306	4440
1934	306	4440
1935	306	4440
1936	306	4440
1937	306	4440
1938	306	4439
1939	306	4439
1940	307	4439
1941	307	4439
1942	307	4439
1943	307	4438
1944	307	4438
1945	307	4438
1946	308	4438
1947	308	4438
1948	308	4438
1949	308	4438
1950	308	4438
1951	308	4438
1952	309	4437
1953	309	4437
1954	309	4437
1955	309	4437
1956	309	4437
1957	309	4437
1958	309	4436
1959	310	4436
1960	310	4436
1961	310	4436
1962	310	4436
1963	310	4436
1964	310	4436
1965	311	4435
1966	311	4435
1967	311	4435
1968	311	4435
1969	311	4435
1970	311	4435
1971	312	4434
1972	312	4434
1973	312	4434
1974	312	4434
1975	312	4433
1976	312	4433
1977	312	4433
1978	313	4433
1979	313	4433
1980	313	4433
1981	313	4433
1982	313	4432
1983	313	4432
1984	314	4432
1985	314	4431
1986	314	4431
1987	314	4431
1988	314	4431
1989	314	4431
1990	314	4431
1991	315	4430
1992	315	4430
1993	315	4430
1994	315	4430
1995	315	4430
1996	315	4430
1997	316	4429
1998	316	4429
1999	316	4429
2000	316	4429
2001	316	4430
2002	316	4430
2003	317	4430
2004	317	4430
2005	317	4430
2006	317	4430
2007	317	4429
2008	317	4429
2009	318	4429
2010	318	4428
2011	318	4428
2012	318	4428
2013	318	4428
2014	318	4428
2015	318	4427
2016	319	4427
2017	319	4427
2018	319	4427
2019	319	4427
2020	319	4427
2021	319	4426
2022	320	4426
2023	320	4426
2024	320	4425
2025	320	4425
2026	320	4425
2027	320	4425
2028	320	4425
2029	321	4425
2030	321	4425
2031	321	4425
2032	321	4425
2033	321	4424
2034	321	4424
2035	322	4424
2036	322	4424
2037	322	4423
2038	322	4423
2039	322	4423
2040	322	4423
2041	323	4423
2042	323	4422
2043	323	4422
2044	323	4422
2045	323	4422
2046	323	4421
2047	323	4421
2048	324	4422
2049	324	4421
2050	324	4421
2051	324	4421
2052	324	4421
2053	324	4421
2054	325	4421
2055	325	4421
2056	325	4420
2057	325	4420
2058	325	4420
2059	325	4420
2060	326	4420
2061	326	4420
2062	326	4419
2063	326	4419
2064	326	4419
2065	326	4419
2066	327	4419
2067	327	4419
2068	327	4419
2069	327	4418
2070	327	4420
2071	327	4419
2072	328	4419
2073	328	4419
2074	328	4419
2075	328	4419
2076	328	4419
2077	328	4418
2078	328	4418
2079	329	4418
2080	329	4418
2081	329	4417
2082	329	4417
2083	329	4417
2084	329	4417
2085	330	4416
2086	330	4416
2087	330	4416
2088	330	4416
2089	330	4416
2090	330	4416
2091	331	4415
2092	331	4417
2093	331	4417
2094	331	4416
2095	331	4416
2096	331	4416
2097	332	4417
2098	332	4417
2099	332	4417
2100	332	4417
2101	332	4416
2102	332	4417
2103	333	4416
2104	333	4416
2105	333	4416
2106	333	4416
2107	333	4415
2108	333	4415
2109	334	4415
2110	334	4415
2111	334	4415
2112	334	4416
2113	334	4417
2114	334	4416
2115	335	4416
2116	335	4416
2117	335	4416
2118	335	4416
2119	335	4415
2120	335	4415
2121	336	4415
2122	336	4415
2123	336	4415
2124	336	4415
2125	336	4414
2126	336	4414
2127	337	4414
2128	337	4414
2129	337	4414
2130	337	4413
2131	337	4413
2132	337	4413
2133	337	4413
2134	338	4413
2135	338	4413
2136	338	4412
2137	338	4412
2138	338	4412
2139	338	4412
2140	339	4412
2141	339	4412
2142	339	4411
2143	339	4411
2144	339	4411
2145	339	4411
2146	340	4411
2147	340	4411
2148	340	4410
2149	340	4410
2150	340	4410
2151	340	4409
2152	340	4409
2153	341	4409
2154	341	4409
2155	341	4409
2156	341	4409
2157	341	4408
2158	341	4408
2159	342	4408
2160	342	4408
2161	342	4407
2162	342	4407
2163	342	4407
2164	342	4407
2165	342	4406
2166	343	4406
2167	343	4406
2168	343	4406
2169	343	4406
2170	343	4405
2171	343	4405
2172	344	4405
2173	344	4405
2174	344	4405
2175	344	4405
2176	344	4405
2177	344	4404
2178	344	4404
2179	345	4404
2180	345	4404
2181	345	4404
2182	345	4404
2183	345	4403
2184	345	4403
2185	346	4403
2186	346	4403
2187	346	4402
2188	346	4402
2189	346	4402
2190	346	4402
2191	346	4401
2192	347	4401
2193	347	4401
2194	347	4401
2195	347	4401
2196	347	4400
2197	347	4400
2198	348	4400
2199	348	4399
2200	348	4399
2201	348	4399
2202	348	4399
2203	348	4399
2204	348	4399
2205	349	4398
2206	349	4398
2207	349	4398
2208	349	4398
2209	349	4398
2210	349	4397
2211	350	4397
2212	350	4397
2213	350	4397
2214	350	4397
2215	350	4397
2216	350	4396
2217	351	4396
2218	351	4396
2219	351	4396
2220	351	4396
2221	351	4396
2222	351	4395
2223	351	4395
2224	352	4395
2225	352	4395
2226	352	4395
2227	352	4395
2228	352	4395
2229	352	4394
2230	353	4394
2231	353	4394
2232	353	4394
2233	353	4394
2234	353	4393
2235	353	4393
2236	353	4393
2237	354	4393
2238	354	4392
2239	354	4392
2240	354	4392
2241	354	4392
2242	354	4392
2243	355	4391
2244	355	4391
2245	355	4391
2246	355	4391
2247	355	4391
2248	355	4391
2249	356	4390
2250	356	4390
2251	356	4390
2252	356	4390
2253	356	4390
2254	356	4390
2255	356	4389
2256	357	4389
2257	357	4389
2258	357	4389
2259	357	4389
2260	357	4389
2261	357	4389
2262	358	4389
2263	358	4388
2264	358	4389
2265	358	4388
2266	358	4388
2267	358	4388
2268	359	4388
2269	359	4388
2270	359	4388
2271	359	4387
2272	359	4387
2273	359	4387
2274	360	4387
2275	360	4387
2276	360	4387
2277	360	4387
2278	360	4387
2279	360	4386
2280	360	4386
2281	361	4386
2282	361	4386
2283	361	4386
2284	361	4386
2285	361	4386
2286	361	4385
2287	362	4385
2288	362	4385
2289	362	4385
2290	362	4385
2291	362	4385
2292	362	4385
2293	363	4384
2294	363	4384
2295	363	4384
2296	363	4384
2297	363	4384
2298	363	4384
2299	364	4384
2300	364	4384
2301	364	4383
2302	364	4383
2303	364	4383
2304	364	4383
2305	364	4383
2306	365	4383
2307	365	4382
2308	365	4382
2309	365	4382
2310	365	4382
2311	365	4382
2312	366	4382
2313	366	4382
2314	366	4382
2315	366	4382
2316	366	4382
2317	366	4381
2318	367	4381
2319	367	4381
2320	367	4381
2321	367	4380
2322	367	4380
2323	367	4380
2324	367	4380
2325	368	4380
2326	368	4379
2327	368	4379
2328	368	4379
2329	368	4379
2330	368	4379
2331	369	4379
2332	369	4379
2333	369	4379
2334	369	4379
2335	369	4378
2336	369	4378
2337	370	4378
2338	370	4378
2339	370	4378
2340	370	4378
2341	370	4377
2342	370	4377
2343	371	4377
2344	371	4377
2345	371	4377
2346	371	4377
2347	371	4377
2348	371	4376
2349	371	4376
2350	372	4376
2351	372	4376
2352	372	4376
2353	372	4376
2354	372	4375
2355	372	4375
2356	373	4375
2357	373	4375
2358	373	4375
2359	373	4375
2360	373	4374
2361	373	4374
2362	374	4374
2363	374	4374
2364	374	4374
2365	374	4373
2366	374	4373
2367	374	4373
2368	374	4373
2369	375	4373
2370	375	4373
2371	375	4373
2372	375	4373
2373	375	4372
2374	375	4372
2375	376	4372
2376	376	4372
2377	376	4372
2378	376	4372
2379	376	4372
2380	376	4372
2381	377	4371
2382	377	4371
2383	377	4371
2384	377	4371
2385	377	4371
2386	377	4371
2387	378	4371
2388	378	4370
2389	378	4370
2390	378	4370
2391	378	4370
2392	378	4370
2393	378	4369
2394	379	4369
2395	379	4369
2396	379	4369
2397	379	4369
2398	379	4369
2399	379	4369
2400	380	4369
2401	380	4369
2402	380	4369
2403	380	4369
2404	380	4368
2405	380	4368
2406	381	4368
2407	381	4368
2408	381	4368
2409	381	4368
2410	381	4367
2411	381	4367
2412	382	4367
2413	382	4367
2414	382	4367
2415	382	4366
2416	382	4366
2417	382	4366
2418	382	4366
2419	383	4366
2420	383	4366
2421	383	4366
2422	383	4366
2423	383	4366
2424	383	4365
2425	384	4365
2426	384	4365
2427	384	4365
2428	384	4365
2429	384	4365
2430	384	4365
2431	385	4364
2432	385	4364
2433	385	4364
2434	385	4364
2435	385	4363
2436	385	4363
2437	385	4363
2438	386	4363
2439	386	4363
2440	386	4363
2441	386	4363
2442	386	4362
2443	386	4362
2444	387	4362
2445	387	4362
2446	387	4362
2447	387	4361
2448	387	4361
2449	387	4361
2450	388	4361
2451	388	4361
2452	388	4361
2453	388	4361
2454	388	4361
2455	388	4361
2456	389	4360
2457	389	4360
2458	389	4360
2459	389	4361
2460	389	4361
2461	389	4361
2462	390	4361
2463	390	4361
2464	390	4360
2465	390	4360
2466	390	4360
2467	390	4360
2468	391	4360
2469	391	4359
2470	391	4359
2471	391	4359
2472	391	4359
2473	391	4358
2474	391	4358
2475	392	4358
2476	392	4358
2477	392	4358
2478	392	4357
2479	392	4357
2480	392	4357
2481	392	4357
2482	393	4356
2483	393	4356
2484	393	4356
2485	393	4355
2486	393	4355
2487	393	4355
2488	394	4355
2489	394	4355
2490	394	4354
2491	394	4354
2492	394	4354
2493	394	4354
2494	394	4354
2495	395	4354
2496	395	4353
2497	395	4353
2498	395	4353
2499	395	4353
2500	395	4353
2501	396	4352
2502	396	4352
2503	396	4352
2504	396	4352
2505	396	4351
2506	396	4353
2507	397	4353
2508	397	4353
2509	397	4353
2510	397	4352
2511	397	4352
2512	397	4352
2513	398	4352
2514	398	4351
2515	398	4351
2516	398	4351
2517	398	4351
2518	398	4351
2519	399	4351
2520	399	4350
2521	399	4351
2522	399	4351
2523	399	4351
2524	399	4350
2525	400	4350
2526	400	4350
2527	400	4350
2528	400	4350
2529	400	4349
2530	400	4349
2531	401	4350
2532	401	4350
2533	401	4350
2534	401	4350
2535	401	4350
2536	401	4349
2537	402	4349
2538	402	4349
2539	402	4349
2540	402	4349
2541	402	4349
2542	402	4349
2543	402	4348
2544	403	4348
2545	403	4348
2546	403	4348
2547	403	4348
2548	403	4347
2549	403	4347
2550	404	4347
2551	404	4347
2552	404	4347
2553	404	4346
2554	404	4346
2555	404	4346
2556	404	4346
2557	405	4345
2558	405	4345
2559	405	4345
2560	405	4345
2561	405	4345
2562	405	4345
2563	406	4344
2564	406	4344
2565	406	4344
2566	406	4344
2567	406	4344
2568	406	4344
2569	406	4343
2570	407	4343
2571	407	4343
2572	407	4343
2573	407	4344
2574	407	4344
2575	408	4343
2576	408	4343
2577	408	4343
2578	408	4343
2579	408	4343
2580	408	4342
2581	408	4342
2582	409	4342
2583	409	4342
2584	409	4342
2585	409	4342
2586	409	4341
2587	409	4341
2588	410	4341
2589	410	4341
2590	410	4340
2591	410	4340
2592	410	4340
2593	410	4340
2594	411	4341
2595	411	4340
2596	411	4340
2597	411	4340
2598	411	4340
2599	411	4340
2600	411	4339
2601	412	4339
2602	412	4339
2603	412	4339
2604	412	4339
2605	412	4339
2606	412	4338
2607	413	4338
2608	413	4338
2609	413	4338
2610	413	4338
2611	413	4339
2612	413	4339
2613	414	4338
2614	414	4338
2615	414	4338
2616	414	4338
2617	414	4338
2618	414	4338
2619	415	4338
2620	415	4337
2621	415	4337
2622	415	4337
2623	415	4337
2624	415	4336
2625	416	4336
2626	416	4336
2627	416	4336
2628	416	4336
2629	416	4336
2630	416	4336
2631	416	4335
2632	417	4335
2633	417	4335
2634	417	4335
2635	417	4335
2636	417	4335
2637	417	4334
2638	418	4334
2639	418	4334
2640	418	4334
2641	418	4334
2642	418	4334
2643	418	4334
2644	419	4333
2645	419	4333
2646	419	4333
2647	419	4333
2648	419	4333
2649	419	4332
2650	419	4332
2651	420	4332
2652	420	4332
2653	420	4332
2654	420	4332
2655	420	4331
2656	420	4331
2657	421	4331
