iter	Passed	Remaining
690	110	4695
691	110	4694
692	111	4694
693	111	4694
694	111	4694
695	111	4693
696	111	4693
697	111	4694
698	111	4694
699	112	4693
700	112	4693
701	112	4693
702	112	4692
703	112	4692
704	112	4691
705	113	4691
706	113	4691
707	113	4690
708	113	4690
709	113	4690
710	113	4690
711	114	4689
712	114	4694
713	114	4693
714	114	4693
715	114	4692
716	114	4692
717	115	4691
718	115	4691
719	115	4690
720	115	4690
721	115	4689
722	115	4689
723	115	4688
724	116	4687
725	116	4686
726	116	4686
727	116	4685
728	116	4685
729	116	4685
730	117	4685
731	117	4684
732	117	4684
733	117	4684
734	117	4684
735	117	4683
736	117	4682
737	118	4682
738	118	4682
739	118	4682
740	118	4681
741	118	4681
742	118	4680
743	119	4680
744	119	4679
745	119	4679
746	119	4679
747	119	4678
748	119	4678
749	119	4678
750	120	4677
751	120	4677
752	120	4676
753	120	4676
754	120	4675
755	120	4674
756	121	4674
757	121	4674
758	121	4673
759	121	4673
760	121	4673
761	121	4673
762	121	4673
763	122	4672
764	122	4672
765	122	4671
766	122	4671
767	122	4671
768	122	4670
769	123	4670
770	123	4670
771	123	4669
772	123	4668
773	123	4668
774	123	4668
775	123	4668
776	124	4668
777	124	4667
778	124	4667
779	125	4693
780	125	4692
781	125	4693
782	125	4692
783	125	4692
784	126	4691
785	126	4692
786	126	4691
787	126	4691
788	126	4691
789	126	4690
790	127	4690
791	127	4689
792	127	4688
793	127	4687
794	127	4686
795	127	4686
796	127	4685
797	128	4685
798	128	4684
799	128	4684
800	128	4684
801	128	4683
802	128	4682
803	128	4681
804	129	4681
805	129	4680
806	129	4679
807	129	4679
808	129	4679
809	129	4679
810	129	4678
811	130	4677
812	130	4677
813	130	4676
814	130	4675
815	130	4675
816	130	4675
817	131	4674
818	131	4674
819	131	4673
820	131	4673
821	131	4673
822	131	4673
823	131	4672
824	132	4672
825	132	4671
826	132	4671
827	132	4670
828	132	4670
829	132	4669
830	133	4668
831	133	4668
832	133	4668
833	133	4667
834	133	4670
835	133	4669
836	134	4669
837	134	4669
838	134	4668
839	134	4668
840	134	4668
841	134	4668
842	134	4669
843	135	4668
844	135	4668
845	135	4668
846	135	4667
847	135	4667
848	135	4667
849	136	4667
850	136	4666
851	136	4666
852	136	4665
853	136	4665
854	136	4665
855	137	4664
856	137	4664
857	137	4663
858	137	4663
859	137	4663
860	137	4662
861	137	4662
862	138	4662
863	138	4661
864	138	4661
865	138	4661
866	138	4660
867	138	4660
868	139	4660
869	139	4659
870	139	4659
871	139	4659
872	139	4662
873	139	4662
874	140	4662
875	140	4661
876	140	4661
877	140	4660
878	140	4659
879	140	4659
880	140	4658
881	141	4658
882	141	4657
883	141	4656
884	141	4656
885	141	4655
886	141	4655
887	141	4655
888	142	4655
889	142	4654
890	142	4653
891	142	4653
892	142	4652
893	143	4656
894	143	4656
895	143	4655
896	143	4655
897	143	4655
898	143	4655
899	143	4655
900	144	4655
901	144	4654
902	144	4655
903	144	4654
904	144	4653
905	144	4653
906	145	4652
907	145	4653
908	145	4652
909	145	4652
910	145	4652
911	145	4651
912	146	4651
913	146	4651
914	146	4650
915	146	4650
916	146	4650
917	146	4650
918	146	4649
919	147	4648
920	147	4648
921	147	4648
922	147	4648
923	147	4648
924	147	4647
925	148	4647
926	148	4647
927	148	4647
928	148	4646
929	148	4646
930	148	4646
931	148	4645
932	149	4645
933	149	4645
934	149	4644
935	149	4644
936	149	4644
937	149	4643
938	150	4643
939	150	4642
940	150	4643
941	150	4643
942	150	4643
943	150	4643
944	151	4643
945	151	4642
946	151	4642
947	151	4642
948	151	4642
949	151	4641
950	151	4641
951	152	4640
952	152	4640
953	152	4640
954	152	4640
955	152	4639
956	152	4639
957	153	4639
958	153	4639
959	153	4638
960	153	4638
961	153	4638
962	153	4638
963	153	4638
964	154	4637
965	154	4637
966	154	4637
967	154	4636
968	154	4635
969	154	4635
970	155	4634
971	155	4634
972	155	4634
973	155	4634
974	155	4634
975	155	4634
976	155	4633
977	156	4633
978	156	4633
979	156	4632
980	156	4631
981	156	4631
982	156	4630
983	157	4630
984	157	4629
985	157	4628
986	157	4628
987	157	4628
988	157	4627
989	157	4626
990	158	4625
991	158	4625
992	158	4625
993	158	4624
994	158	4624
995	158	4624
996	158	4624
997	159	4624
998	159	4624
999	159	4624
1000	159	4624
1001	159	4623
1002	159	4623
1003	160	4622
1004	160	4622
1005	160	4622
1006	160	4622
1007	160	4621
1008	160	4621
1009	161	4621
1010	161	4621
1011	161	4620
1012	161	4621
1013	161	4620
1014	161	4621
1015	161	4620
1016	162	4621
1017	162	4620
1018	162	4620
1019	162	4620
1020	162	4619
1021	162	4619
1022	163	4619
1023	163	4618
1024	163	4618
1025	163	4618
1026	163	4617
1027	163	4617
1028	164	4620
1029	164	4620
1030	164	4619
1031	164	4619
1032	164	4619
1033	164	4619
1034	165	4618
1035	165	4618
1036	165	4617
1037	165	4617
1038	165	4616
1039	165	4616
1040	165	4615
1041	166	4615
1042	166	4614
1043	166	4614
1044	166	4614
1045	166	4614
1046	166	4613
1047	166	4613
1048	167	4613
1049	167	4612
1050	167	4612
1051	167	4612
1052	167	4612
1053	167	4611
1054	168	4611
1055	168	4611
1056	168	4611
1057	168	4610
1058	168	4610
1059	168	4610
1060	169	4610
1061	169	4610
1062	169	4609
1063	169	4609
1064	169	4609
1065	169	4608
1066	169	4608
1067	170	4607
1068	170	4606
1069	170	4606
1070	170	4605
1071	170	4605
1072	170	4605
1073	170	4605
1074	171	4604
1075	171	4604
1076	171	4604
1077	171	4603
1078	171	4603
1079	171	4602
1080	172	4602
1081	172	4602
1082	172	4602
1083	172	4601
1084	172	4601
1085	172	4601
1086	172	4601
1087	173	4600
1088	173	4600
1089	173	4599
1090	173	4599
1091	173	4599
1092	173	4599
1093	174	4599
1094	174	4598
1095	174	4598
1096	174	4597
1097	174	4597
1098	174	4597
1099	174	4597
1100	175	4596
1101	175	4596
1102	175	4596
1103	175	4595
1104	175	4595
1105	175	4594
1106	176	4594
1107	176	4593
1108	176	4593
1109	176	4592
1110	176	4592
1111	176	4592
1112	176	4591
1113	177	4591
1114	177	4591
1115	177	4591
1116	177	4591
1117	177	4590
1118	177	4590
1119	178	4590
1120	178	4597
1121	178	4596
1122	178	4596
1123	178	4596
1124	179	4596
1125	179	4596
1126	179	4595
1127	179	4595
1128	179	4594
1129	179	4594
1130	179	4593
1131	180	4593
1132	180	4592
1133	180	4592
1134	180	4591
1135	180	4591
1136	180	4591
1137	181	4590
1138	181	4590
1139	181	4589
1140	181	4589
1141	181	4588
1142	181	4588
1143	181	4587
1144	182	4587
1145	182	4586
1146	182	4585
1147	182	4585
1148	182	4585
1149	182	4584
1150	182	4583
1151	183	4583
1152	183	4582
1153	183	4582
1154	183	4582
1155	183	4581
1156	183	4581
1157	183	4581
1158	184	4580
1159	184	4580
1160	184	4580
1161	184	4581
1162	184	4580
1163	185	4583
1164	185	4583
1165	185	4584
1166	185	4583
1167	185	4583
1168	185	4583
1169	185	4582
1170	186	4582
1171	186	4582
1172	186	4581
1173	186	4581
1174	186	4581
1175	186	4581
1176	187	4581
1177	187	4580
1178	187	4580
1179	187	4580
1180	187	4580
1181	187	4580
1182	188	4579
1183	188	4579
1184	188	4578
1185	188	4578
1186	188	4578
1187	188	4577
1188	188	4577
1189	189	4576
1190	189	4576
1191	189	4576
1192	189	4575
1193	189	4575
1194	189	4575
1195	189	4575
1196	190	4575
1197	190	4574
1198	190	4574
1199	190	4574
1200	190	4574
1201	190	4574
1202	191	4573
1203	191	4573
1204	191	4573
1205	191	4573
1206	191	4572
1207	191	4572
1208	192	4572
1209	192	4571
1210	192	4571
1211	192	4570
1212	192	4570
1213	192	4569
1214	192	4569
1215	192	4568
1216	193	4567
1217	193	4567
1218	193	4566
1219	193	4566
1220	193	4566
1221	193	4566
1222	194	4566
1223	194	4565
1224	194	4565
1225	194	4564
1226	194	4564
1227	194	4564
1228	194	4564
1229	195	4564
1230	195	4563
1231	195	4563
1232	195	4563
1233	195	4562
1234	195	4561
1235	196	4561
1236	196	4561
1237	196	4561
1238	196	4562
1239	196	4561
1240	196	4560
1241	196	4560
1242	197	4560
1243	197	4559
1244	197	4559
1245	197	4558
1246	197	4558
1247	197	4558
1248	198	4558
1249	198	4557
1250	198	4557
1251	198	4557
1252	198	4557
1253	198	4557
1254	198	4557
1255	199	4557
1256	199	4557
1257	199	4556
1258	199	4556
1259	199	4556
1260	199	4555
1261	200	4555
1262	200	4555
1263	200	4555
1264	200	4554
1265	200	4554
1266	200	4554
1267	200	4554
1268	201	4553
1269	201	4553
1270	201	4553
1271	201	4552
1272	201	4552
1273	201	4553
1274	202	4552
1275	202	4552
1276	202	4552
1277	202	4551
1278	202	4551
1279	202	4551
1280	202	4551
1281	203	4551
1282	203	4550
1283	203	4550
1284	203	4550
1285	203	4550
1286	203	4549
1287	204	4549
1288	204	4548
1289	204	4548
1290	204	4547
1291	204	4547
1292	204	4547
1293	204	4546
1294	205	4546
1295	205	4546
1296	205	4545
1297	205	4545
1298	205	4545
1299	205	4544
1300	206	4544
1301	206	4544
1302	206	4544
1303	206	4543
1304	206	4543
1305	206	4543
1306	206	4543
1307	207	4543
1308	207	4542
1309	207	4542
1310	207	4542
1311	207	4541
1312	207	4540
1313	208	4540
1314	208	4540
1315	208	4540
1316	208	4540
1317	208	4540
1318	208	4540
1319	208	4539
1320	209	4539
1321	209	4538
1322	209	4538
1323	209	4538
1324	209	4537
1325	209	4537
1326	209	4537
1327	210	4537
1328	210	4536
1329	210	4539
1330	210	4538
1331	210	4538
1332	211	4537
1333	211	4537
1334	211	4537
1335	211	4536
1336	211	4536
1337	211	4536
1338	211	4536
1339	212	4535
1340	212	4535
1341	212	4535
1342	212	4534
1343	212	4533
1344	212	4533
1345	212	4533
1346	213	4532
1347	213	4532
1348	213	4531
1349	213	4531
1350	213	4531
1351	213	4531
1352	214	4531
1353	214	4530
1354	214	4530
1355	214	4530
1356	214	4529
1357	214	4529
1358	214	4528
1359	215	4528
1360	215	4528
1361	215	4528
1362	215	4527
1363	215	4527
1364	215	4527
1365	215	4527
1366	216	4527
1367	216	4527
1368	216	4526
1369	216	4526
1370	216	4526
1371	216	4525
1372	217	4525
1373	217	4525
1374	217	4524
1375	217	4524
1376	217	4524
1377	217	4524
1378	217	4524
1379	218	4524
1380	218	4523
1381	218	4523
1382	218	4523
1383	218	4522
1384	218	4522
1385	219	4522
1386	219	4522
1387	219	4521
1388	219	4522
1389	219	4521
1390	219	4521
1391	219	4520
1392	220	4520
1393	220	4520
1394	220	4520
1395	220	4519
1396	220	4519
1397	220	4519
1398	221	4519
1399	221	4519
1400	221	4518
1401	221	4518
1402	221	4518
1403	221	4518
1404	221	4517
1405	222	4517
1406	222	4517
1407	222	4517
1408	222	4517
1409	222	4516
1410	222	4516
1411	223	4516
1412	223	4516
1413	223	4515
1414	223	4515
1415	223	4515
1416	223	4514
1417	223	4514
1418	224	4514
1419	224	4514
1420	224	4514
1421	224	4513
1422	224	4513
1423	224	4512
1424	225	4512
1425	225	4512
1426	225	4511
1427	225	4511
1428	225	4511
1429	225	4511
1430	225	4510
1431	226	4510
1432	226	4510
1433	226	4509
1434	226	4509
1435	226	4509
1436	226	4508
1437	226	4508
1438	227	4508
1439	227	4508
1440	227	4508
1441	227	4507
1442	227	4507
1443	228	4509
1444	228	4509
1445	228	4508
1446	228	4508
1447	228	4508
1448	228	4508
1449	228	4508
1450	229	4507
1451	229	4507
1452	229	4507
1453	229	4507
1454	229	4506
1455	229	4506
1456	230	4506
1457	230	4506
1458	230	4506
1459	230	4506
1460	230	4506
1461	230	4505
1462	230	4505
1463	231	4505
1464	231	4505
1465	231	4504
1466	231	4504
1467	231	4504
1468	231	4504
1469	232	4503
1470	232	4517
1471	233	4517
1472	233	4517
1473	233	4517
1474	233	4517
1475	233	4517
1476	233	4517
1477	234	4517
1478	234	4517
1479	234	4516
1480	234	4516
1481	234	4516
1482	234	4516
1483	235	4516
1484	235	4515
1485	235	4515
1486	235	4515
1487	235	4515
1488	235	4515
1489	235	4515
1490	236	4515
1491	236	4514
1492	236	4514
1493	236	4514
1494	236	4514
1495	236	4514
1496	237	4514
1497	237	4513
1498	237	4513
1499	237	4513
1500	237	4513
1501	237	4513
1502	238	4512
1503	238	4512
1504	238	4512
1505	238	4512
1506	238	4512
1507	238	4512
1508	238	4511
1509	239	4511
1510	239	4511
1511	239	4511
1512	239	4511
1513	239	4511
1514	239	4510
1515	240	4510
1516	240	4510
1517	240	4510
1518	240	4510
1519	240	4509
1520	240	4509
1521	241	4509
1522	241	4509
1523	241	4509
1524	241	4508
1525	241	4508
1526	241	4508
1527	241	4508
1528	242	4507
1529	242	4507
1530	242	4506
1531	242	4506
1532	242	4506
1533	242	4506
1534	242	4505
1535	243	4505
1536	243	4505
1537	243	4505
1538	243	4505
1539	243	4505
1540	243	4504
1541	244	4504
1542	244	4504
1543	244	4504
1544	244	4504
1545	244	4504
1546	244	4504
1547	245	4503
1548	245	4503
1549	245	4503
1550	245	4503
1551	245	4503
1552	245	4503
1553	245	4503
1554	246	4504
1555	246	4503
1556	246	4503
1557	246	4503
1558	246	4503
1559	246	4502
1560	247	4502
1561	247	4502
1562	247	4501
1563	247	4501
1564	247	4501
1565	247	4501
1566	248	4501
1567	248	4501
1568	248	4501
1569	248	4500
1570	248	4500
1571	248	4500
1572	249	4500
1573	249	4500
1574	249	4500
1575	249	4500
1576	249	4499
1577	249	4499
1578	249	4499
1579	250	4499
1580	250	4499
1581	250	4499
1582	250	4498
1583	250	4498
1584	250	4498
1585	251	4498
1586	251	4498
1587	251	4498
1588	251	4497
1589	251	4497
1590	251	4497
1591	252	4497
1592	252	4497
1593	252	4496
1594	252	4496
1595	252	4496
1596	252	4496
1597	252	4496
1598	253	4496
1599	253	4495
1600	253	4495
1601	253	4495
1602	253	4495
1603	253	4495
1604	254	4495
1605	254	4495
1606	254	4495
1607	254	4494
1608	254	4494
1609	254	4494
1610	255	4494
1611	255	4494
1612	255	4494
1613	255	4494
1614	255	4493
1615	255	4493
1616	256	4493
1617	256	4493
1618	256	4493
1619	256	4493
1620	256	4493
1621	256	4492
1622	256	4492
1623	257	4492
1624	257	4492
1625	257	4492
1626	257	4492
1627	257	4492
1628	257	4492
1629	258	4492
1630	258	4492
1631	258	4491
1632	258	4491
1633	258	4491
1634	258	4491
1635	259	4491
1636	259	4490
1637	259	4490
1638	259	4490
1639	259	4490
1640	259	4490
1641	259	4489
1642	260	4489
1643	260	4489
1644	260	4489
1645	260	4489
1646	260	4489
1647	260	4488
1648	261	4488
1649	261	4488
1650	261	4488
1651	261	4488
1652	261	4488
1653	261	4488
1654	262	4488
1655	262	4487
1656	262	4487
1657	262	4487
1658	262	4487
1659	262	4487
1660	263	4487
1661	263	4487
1662	263	4486
1663	263	4486
1664	263	4486
1665	263	4486
1666	263	4486
1667	264	4486
1668	264	4486
1669	264	4486
1670	264	4485
1671	264	4485
1672	264	4485
1673	265	4485
1674	265	4485
1675	265	4484
1676	265	4484
1677	265	4484
1678	265	4484
1679	265	4483
1680	266	4483
1681	266	4483
1682	266	4483
1683	266	4483
1684	266	4483
1685	266	4482
1686	267	4482
1687	267	4482
1688	267	4482
1689	267	4482
1690	267	4482
1691	267	4481
1692	268	4481
1693	268	4481
1694	268	4481
1695	268	4481
1696	268	4481
1697	268	4481
1698	269	4480
1699	269	4480
1700	269	4480
1701	269	4480
1702	269	4480
1703	269	4480
1704	269	4480
1705	270	4480
1706	270	4479
1707	270	4479
1708	270	4479
1709	270	4479
1710	270	4479
1711	271	4478
1712	271	4478
1713	271	4478
1714	271	4478
1715	271	4478
1716	271	4478
1717	272	4478
1718	272	4478
1719	272	4478
1720	272	4478
1721	272	4477
1722	272	4477
1723	272	4477
1724	273	4477
1725	273	4476
1726	273	4476
1727	273	4476
1728	273	4476
1729	273	4476
1730	274	4476
1731	274	4475
1732	274	4475
1733	274	4475
1734	274	4475
1735	274	4475
1736	275	4474
1737	275	4474
1738	275	4474
1739	275	4474
1740	275	4474
1741	275	4474
1742	275	4474
1743	276	4474
1744	276	4474
1745	276	4473
1746	276	4473
1747	276	4473
1748	276	4473
1749	277	4473
1750	277	4473
1751	277	4472
1752	277	4472
1753	277	4472
1754	277	4472
1755	278	4472
1756	278	4472
1757	278	4472
1758	278	4472
1759	278	4471
1760	278	4471
1761	279	4471
1762	279	4471
1763	279	4471
1764	279	4471
1765	279	4471
1766	279	4471
1767	279	4470
1768	280	4470
1769	280	4470
1770	280	4470
1771	280	4469
1772	280	4469
1773	280	4469
1774	281	4469
1775	281	4469
1776	281	4468
1777	281	4468
1778	281	4468
1779	281	4468
1780	281	4468
1781	282	4467
1782	282	4467
1783	282	4467
1784	282	4467
1785	282	4467
1786	282	4466
1787	283	4466
1788	283	4466
1789	283	4466
1790	283	4466
1791	283	4465
1792	283	4465
1793	284	4465
1794	284	4465
1795	284	4465
1796	284	4465
1797	284	4465
1798	284	4465
1799	285	4465
1800	285	4465
1801	285	4464
1802	285	4464
1803	285	4464
1804	285	4464
1805	285	4464
1806	286	4463
1807	286	4463
1808	286	4463
1809	286	4462
1810	286	4462
1811	286	4462
1812	287	4462
1813	287	4462
1814	287	4462
1815	287	4462
1816	287	4461
1817	287	4461
1818	287	4461
1819	288	4461
1820	288	4461
1821	288	4460
1822	288	4460
1823	288	4460
1824	288	4459
1825	289	4459
1826	289	4459
1827	289	4459
1828	289	4458
1829	289	4458
1830	289	4458
1831	289	4458
1832	290	4457
1833	290	4457
1834	290	4457
1835	290	4457
1836	290	4456
1837	290	4456
1838	291	4456
1839	291	4456
1840	291	4456
1841	291	4456
1842	291	4455
1843	291	4455
1844	291	4455
1845	292	4455
1846	292	4455
1847	292	4454
1848	292	4454
1849	292	4454
1850	292	4454
1851	293	4454
1852	293	4453
1853	293	4453
1854	293	4453
1855	293	4453
1856	293	4452
1857	293	4452
1858	294	4452
1859	294	4452
1860	294	4452
1861	294	4452
1862	294	4451
1863	294	4451
1864	295	4450
1865	295	4450
1866	295	4450
1867	295	4450
1868	295	4450
1869	295	4450
1870	295	4449
