iter	Logloss
586	0.5382156332
587	0.5381529521
588	0.5380354971
589	0.5378279482
590	0.5376559151
591	0.537396921
592	0.5373086431
593	0.5371596225
594	0.5370449792
595	0.5368272963
596	0.5367108035
597	0.5366103725
598	0.5363979753
599	0.5361861964
600	0.5360893105
601	0.5359616856
602	0.5358875966
603	0.5356786853
604	0.5355515111
605	0.5353496163
606	0.5351357169
607	0.5349895117
608	0.5348694659
609	0.5346449721
610	0.5344775454
611	0.5343396553
612	0.5341901329
613	0.5341214238
614	0.5339614673
615	0.5337907841
616	0.5336648809
617	0.5335640986
618	0.5334048481
619	0.5331945554
620	0.5330673032
621	0.5328725534
622	0.5326784741
623	0.5325241293
624	0.5324474046
625	0.5323848075
626	0.5321757974
627	0.5320759111
628	0.5318960809
629	0.5317241962
630	0.5314411508
631	0.5313142735
632	0.5311311744
633	0.5310164587
634	0.5307703652
635	0.5305308205
636	0.530399286
637	0.5302774886
638	0.5301167829
639	0.5299392777
640	0.5297767675
641	0.5296295603
642	0.529525399
643	0.5292671448
644	0.5291091075
645	0.5289081213
646	0.5287289124
647	0.5286923955
648	0.5284844143
649	0.5283739922
650	0.5281691872
651	0.5279275841
652	0.5278636644
653	0.5277872444
654	0.5276252947
655	0.5275333262
656	0.5273669998
657	0.527205064
658	0.5270190998
659	0.5268555356
660	0.5266713816
661	0.5265286293
662	0.5263725655
663	0.5262007821
664	0.526023354
665	0.5258648191
666	0.5257111569
667	0.5255924873
668	0.5254379582
669	0.5252608371
670	0.5250138569
671	0.5248718284
672	0.5246999594
673	0.524550968
674	0.5244054082
675	0.5242658921
676	0.5241041037
677	0.5238845935
678	0.5237770961
679	0.5236635526
680	0.5236057391
681	0.523483651
682	0.5233004733
683	0.523157666
684	0.5231070615
685	0.5229661558
686	0.5227662178
687	0.5225778887
688	0.5225252499
689	0.5223940149
690	0.5222509569
691	0.5221064591
692	0.5220282212
693	0.5218828477
694	0.5218059504
695	0.5216562832
696	0.5214303745
697	0.5212583777
698	0.5212047382
699	0.5210033638
700	0.5209105273
701	0.5207514226
702	0.5206409236
703	0.5205044099
704	0.5203530326
705	0.5202988795
706	0.5201436905
707	0.5199624353
708	0.5198335762
709	0.5196790325
710	0.5195571733
711	0.5194074606
712	0.5192802876
713	0.5190800627
714	0.5189495525
715	0.5188200218
716	0.5186225749
717	0.5184136752
718	0.518394388
719	0.5181624077
720	0.5180202086
721	0.5179223049
722	0.5178574562
723	0.5177080901
724	0.5176269456
725	0.517539969
726	0.5174350354
727	0.5172541515
728	0.5170884332
729	0.516938503
730	0.5168112467
731	0.5167112512
732	0.5166598419
733	0.516487594
734	0.5162220069
735	0.5161174575
736	0.5159775068
737	0.5159347733
738	0.515821806
739	0.5156885215
740	0.515604407
741	0.5153710819
742	0.5152740323
743	0.5151692011
744	0.5150199644
745	0.5148048026
746	0.5146686967
747	0.5145337279
748	0.5144008258
749	0.5143271247
750	0.514121563
751	0.5139536973
752	0.5138628502
753	0.5138057475
754	0.5136867644
755	0.5136166368
756	0.5135329411
757	0.5133841957
758	0.5132536048
759	0.5130865672
760	0.5129310703
761	0.5128355638
762	0.5126483301
763	0.5125182191
764	0.5124057701
765	0.5122842071
766	0.512142195
767	0.5120073494
768	0.5119119408
769	0.511764826
770	0.5116169953
771	0.5114796067
772	0.5113253195
773	0.5112027042
774	0.5110318008
775	0.510899066
776	0.5107896795
777	0.5106501409
778	0.5105042967
779	0.5104254237
780	0.5102519105
781	0.5100905242
782	0.5098604403
783	0.5097495383
784	0.5096289141
785	0.5094765075
786	0.5093773353
787	0.509244892
788	0.5090937907
789	0.5089757153
790	0.5087920875
791	0.5086254114
792	0.5085355648
793	0.5084573646
794	0.5083178446
795	0.5081915932
796	0.5080485101
797	0.5079539477
798	0.5078381565
799	0.5076582396
800	0.5075097676
801	0.5074001113
802	0.5072638731
803	0.5071188839
804	0.5070224939
805	0.5069005947
806	0.5068027744
807	0.5066934795
808	0.5065686262
809	0.5063714047
810	0.5062241009
811	0.5060352836
812	0.5059078026
813	0.5058269646
814	0.5057224842
815	0.5055906555
816	0.5054573461
817	0.5053439402
818	0.5052237925
819	0.5050532015
820	0.5049208651
821	0.5048369167
822	0.5047120312
823	0.5046447747
824	0.504524703
825	0.5044722257
826	0.5043261549
827	0.5042027767
828	0.5040867265
829	0.5038695635
830	0.5037165585
831	0.5035737382
832	0.5035371494
833	0.5033426222
834	0.5031377568
835	0.5029969118
836	0.5028921693
837	0.5028088441
838	0.5027095929
839	0.5025888339
840	0.5023892164
841	0.5022363062
842	0.502127116
843	0.5019192807
844	0.5017562343
845	0.5017102079
846	0.5014972729
847	0.5013341174
848	0.5011803543
849	0.5010722266
850	0.5009829735
851	0.5008427377
852	0.5006684107
853	0.5005147902
854	0.5004323055
855	0.5003304662
856	0.5002111242
857	0.5001518367
858	0.5000133183
859	0.4998076882
860	0.4996691214
861	0.4995678721
862	0.4994902019
863	0.4993598586
864	0.4992442787
865	0.4990794965
866	0.4989690911
867	0.4988255287
868	0.498689637
869	0.4985778975
870	0.4984671763
871	0.4982441714
872	0.498193222
873	0.4980530516
874	0.4979326431
875	0.4978483334
876	0.4977546716
877	0.4976383017
878	0.4974247191
879	0.4972535035
880	0.4971107512
881	0.4969551867
882	0.496870193
883	0.4967946405
884	0.4966993637
885	0.4966371775
886	0.4965048822
887	0.4963737677
888	0.496295496
889	0.4961856637
890	0.4960635644
891	0.4960162909
892	0.4958315552
893	0.4957135155
894	0.4955831846
895	0.495464642
896	0.4953807874
897	0.4953308372
898	0.4952073372
899	0.4951065701
900	0.4949713516
901	0.4947948774
902	0.4947012895
903	0.494562461
904	0.494530367
905	0.4944194102
906	0.4942830011
907	0.494207005
908	0.4941005029
909	0.4939651469
910	0.4939322908
911	0.4938502245
912	0.4937503583
913	0.4936643104
914	0.4935492792
915	0.4934577382
916	0.4933018
917	0.4931370901
918	0.4929929819
919	0.4927800235
920	0.4926435741
921	0.4925681359
922	0.4924887557
923	0.4923674497
924	0.4922703696
925	0.4922135495
926	0.4920968989
927	0.4919853663
928	0.4918502064
929	0.4918051449
930	0.4916738754
931	0.4915486412
932	0.4913853245
933	0.4912252508
934	0.4911030658
935	0.4909990262
936	0.4908643508
937	0.4907735938
938	0.4906613082
939	0.4905075349
940	0.4903287886
941	0.4901721887
942	0.4900898242
943	0.4900133754
944	0.4899211134
945	0.4898274802
946	0.489748614
947	0.4896590001
948	0.4895066267
949	0.4893889553
950	0.4892123228
951	0.4891237501
952	0.4890101238
953	0.4889652392
954	0.4888703288
955	0.4887536229
956	0.4886622492
957	0.4885456187
958	0.4884439379
959	0.488283452
960	0.4880907934
961	0.4880690251
962	0.4880057526
963	0.4878775844
964	0.4878380244
965	0.4876962396
966	0.4876144546
967	0.4875159511
968	0.487450568
969	0.4872943162
970	0.4871058426
971	0.486994211
972	0.4869266991
973	0.4868341623
974	0.4867367263
975	0.4866003032
976	0.4865169453
977	0.4864491219
978	0.4863773255
979	0.4862588885
980	0.4860713143
981	0.4860530254
982	0.4860039796
983	0.4859139489
984	0.485807504
985	0.4857197094
986	0.4855730729
987	0.4855053624
988	0.4853878823
989	0.4853071442
990	0.4851968582
991	0.4851421905
992	0.484968612
993	0.4848963396
994	0.4847483595
995	0.4846984397
996	0.4846010928
997	0.4844897112
998	0.4843288164
999	0.4842740774
1000	0.4842247705
1001	0.4841761865
1002	0.4840532618
1003	0.4839825058
1004	0.4839454128
1005	0.4839130586
1006	0.4838854277
1007	0.4837736229
1008	0.4836655466
1009	0.4835085702
1010	0.4833728321
1011	0.483308752
1012	0.483253466
1013	0.4830824565
1014	0.4830037825
1015	0.4829475788
1016	0.4829073882
1017	0.4827819922
1018	0.4827061266
1019	0.4825289656
1020	0.4824280073
1021	0.4823237268
1022	0.4822771534
1023	0.482106396
1024	0.4819957167
1025	0.4819473285
1026	0.4818258103
1027	0.4817317357
1028	0.4816719847
1029	0.4815634372
1030	0.4814538371
1031	0.4813882202
1032	0.4812492799
1033	0.4811611857
1034	0.4810615578
1035	0.4809388789
1036	0.4808689659
1037	0.4807535661
1038	0.48068097
1039	0.4805259517
1040	0.4804132596
1041	0.4803675892
1042	0.4802877531
1043	0.4802327697
1044	0.480128017
1045	0.4799881608
1046	0.4798456267
1047	0.4797849487
1048	0.4797693765
1049	0.4796136582
1050	0.4794708756
1051	0.4793941888
1052	0.4792574875
1053	0.4790999399
1054	0.479047822
1055	0.4789328866
1056	0.47881392
1057	0.4786846386
1058	0.478574252
1059	0.4783590871
1060	0.4782322954
1061	0.4781414151
1062	0.4781105136
1063	0.4780283231
1064	0.4779353986
1065	0.4777995973
1066	0.4777444537
1067	0.4776584656
1068	0.4775316189
1069	0.4773866876
1070	0.4773296654
1071	0.4772775108
1072	0.4771667826
1073	0.477099589
1074	0.4770097504
1075	0.4769396835
1076	0.4768482416
1077	0.476785811
1078	0.4766857211
1079	0.4766261013
1080	0.4765844135
1081	0.4764962529
1082	0.4764175073
1083	0.4763816721
1084	0.476348245
1085	0.4762967827
1086	0.4762646894
1087	0.4761568035
1088	0.4760596401
1089	0.4760253643
1090	0.4759161918
1091	0.4758202567
1092	0.4757816534
1093	0.4756792987
1094	0.475608305
1095	0.4755598688
1096	0.4754627899
1097	0.4753794245
1098	0.4752785402
1099	0.4752271336
1100	0.4751456207
1101	0.4750625618
1102	0.4750030522
1103	0.4749166959
1104	0.4748158741
1105	0.4746980424
1106	0.4744408318
1107	0.4743279536
1108	0.4742714848
1109	0.474128121
1110	0.4739996299
1111	0.4739279721
1112	0.4738689802
1113	0.4738419451
1114	0.4737784423
1115	0.4737471124
1116	0.4736333201
1117	0.4735379668
1118	0.4734825779
1119	0.4734034304
1120	0.4733818116
1121	0.473307772
1122	0.4732224063
1123	0.4731444036
1124	0.4730516507
1125	0.4729526688
1126	0.4728684445
1127	0.4727855964
1128	0.472673078
1129	0.4726130878
1130	0.4725186386
1131	0.4723875345
1132	0.4722754856
1133	0.4721807697
1134	0.4720524802
1135	0.4720207973
1136	0.4719531215
1137	0.4718775879
1138	0.4718067281
1139	0.4717632345
1140	0.4716512978
1141	0.471636266
1142	0.4715229683
1143	0.4714107414
1144	0.4713480592
1145	0.4712037808
1146	0.4710483626
1147	0.4709302578
1148	0.4708603326
1149	0.470759682
1150	0.4706619032
1151	0.4705765139
1152	0.470548956
1153	0.4704607638
1154	0.4703399688
1155	0.4702232915
1156	0.4701420601
1157	0.4700779053
1158	0.4699107813
1159	0.4698571762
1160	0.4697283969
1161	0.4696487117
1162	0.4695977398
1163	0.4695314417
1164	0.4694945353
1165	0.4694423555
1166	0.4692419937
1167	0.4690897693
1168	0.4689603038
1169	0.468868337
1170	0.4687904233
1171	0.4687314639
1172	0.4685986113
1173	0.4684859609
1174	0.4684634802
1175	0.4683741174
1176	0.4683257655
1177	0.4682537748
1178	0.4681545648
1179	0.4681394717
1180	0.4679680473
1181	0.4679037684
1182	0.4678661995
1183	0.4677677433
1184	0.4677218894
1185	0.4676728982
1186	0.4675922079
1187	0.4675418654
1188	0.4674677876
1189	0.4673792649
1190	0.4672486208
1191	0.4671311003
1192	0.4670084227
1193	0.466917547
1194	0.4668271969
1195	0.4667877246
1196	0.4666997128
1197	0.4665934246
1198	0.4665234665
1199	0.4664423876
1200	0.4663381191
1201	0.4662462567
1202	0.4662039661
1203	0.4661149193
1204	0.466067896
1205	0.4660253218
1206	0.4659448657
1207	0.465816293
1208	0.4657585473
1209	0.4656346284
1210	0.4655141238
1211	0.4653786167
1212	0.4653254124
1213	0.4653093707
1214	0.46526362
1215	0.4652261976
1216	0.4651457056
1217	0.4650845701
1218	0.4649954658
1219	0.4649650415
1220	0.4649026131
1221	0.4647669547
1222	0.4645848654
1223	0.4644983196
1224	0.4643184146
1225	0.4642168845
1226	0.4641595941
1227	0.4641143257
1228	0.4640614932
1229	0.4639829791
1230	0.4638918637
1231	0.4637255722
1232	0.4636479772
1233	0.4635786161
1234	0.4634639207
1235	0.4633958478
1236	0.4633325638
1237	0.4632717092
1238	0.4631438081
1239	0.4630047753
1240	0.4628615531
1241	0.4627648192
1242	0.4626913387
1243	0.4626470978
1244	0.4626290661
1245	0.4625139358
1246	0.4623525033
1247	0.4622844676
1248	0.4621992138
1249	0.4620986829
1250	0.4619681006
1251	0.4618863057
1252	0.4618323401
1253	0.4617368367
1254	0.4617062741
1255	0.4616133044
1256	0.4615139288
1257	0.4614924826
1258	0.4614661135
1259	0.4613735797
1260	0.4613219259
1261	0.4612079051
1262	0.4611421745
1263	0.461076329
1264	0.4610396157
1265	0.460967489
1266	0.4608611451
1267	0.4608046915
1268	0.4607570531
1269	0.4606901407
1270	0.4605704759
1271	0.4604734025
1272	0.46039115
1273	0.4602673335
1274	0.4602291973
1275	0.4601916736
1276	0.4601156229
1277	0.4600269615
1278	0.4599845063
1279	0.4598530503
1280	0.4597401218
1281	0.4596910191
1282	0.4594693117
1283	0.4594059156
1284	0.4593125181
1285	0.459227385
1286	0.4592032672
1287	0.459157166
1288	0.4589423338
1289	0.4588250533
1290	0.4587644379
1291	0.4586675764
1292	0.45859132
1293	0.458553453
1294	0.4584734894
1295	0.4584313374
1296	0.4583724735
1297	0.4582862922
1298	0.4582345358
1299	0.4580999862
1300	0.4580309874
1301	0.4579730588
1302	0.4578934435
1303	0.4578497042
1304	0.4577398689
1305	0.4576527567
1306	0.4576103593
1307	0.4574593682
1308	0.4573799724
1309	0.4573333464
1310	0.4572798592
1311	0.4571969543
1312	0.457123479
1313	0.4570241021
1314	0.4569029187
1315	0.456818336
1316	0.4567009526
1317	0.4566559099
1318	0.4565942369
1319	0.4565556512
1320	0.4564515735
1321	0.4563783791
1322	0.4562818508
1323	0.4561972312
1324	0.4561713801
1325	0.4561054782
1326	0.4560141324
1327	0.4559203312
1328	0.4558911644
1329	0.4558454181
1330	0.4558214434
1331	0.4557423943
1332	0.4556900693
1333	0.4556177221
1334	0.45553491
1335	0.4554647923
1336	0.4553933608
1337	0.4553234037
1338	0.4552586508
1339	0.4552213231
1340	0.4551522577
1341	0.4550538155
1342	0.4549920807
1343	0.4549033516
1344	0.4548111809
1345	0.4547671555
1346	0.4547349185
1347	0.4546585578
1348	0.4546119588
1349	0.4545037165
1350	0.4544207817
1351	0.4543229535
1352	0.4542386753
1353	0.4541823376
1354	0.4541179461
1355	0.4540567754
1356	0.4539913796
1357	0.4538878773
1358	0.453853686
1359	0.453714198
1360	0.4536284617
1361	0.4535697798
1362	0.45350338
1363	0.4534623167
1364	0.4533386017
1365	0.4532762312
1366	0.4532173012
1367	0.4531767641
1368	0.4531231559
1369	0.453028444
1370	0.4529978084
1371	0.4528710861
1372	0.4528023103
1373	0.4527644697
1374	0.4526348947
1375	0.4525754104
1376	0.4525355213
1377	0.4524679722
1378	0.4523687476
1379	0.4522904363
1380	0.4522114166
1381	0.4521622209
1382	0.4520972099
1383	0.4520538111
1384	0.4519896591
1385	0.4519248816
1386	0.4518900246
1387	0.4518072686
1388	0.451680676
1389	0.4515781191
1390	0.4515317291
1391	0.4514740412
1392	0.4514221789
1393	0.4513544873
1394	0.4512949785
1395	0.4512135776
1396	0.4511128192
1397	0.4510635026
1398	0.4509983468
1399	0.4509598119
1400	0.4508674694
1401	0.4508351162
1402	0.4507826605
1403	0.4507092145
1404	0.450632801
1405	0.4505457657
1406	0.4504966083
1407	0.4504647149
1408	0.4503864973
1409	0.450339881
1410	0.4502709653
1411	0.4501921226
1412	0.4501484799
1413	0.45003143
1414	0.4499957211
1415	0.4499468946
1416	0.4498762839
1417	0.4498204872
1418	0.4497681559
1419	0.4497000014
1420	0.4496248989
1421	0.4495740106
1422	0.4495309591
1423	0.4494793104
1424	0.4493662625
1425	0.4492388053
1426	0.4491718687
1427	0.4491336235
1428	0.4491153215
1429	0.4490552829
1430	0.4489757658
1431	0.4488653639
1432	0.4488142878
1433	0.4487344107
1434	0.4487157656
1435	0.4486511542
1436	0.4485779599
1437	0.4485206928
1438	0.4484740355
1439	0.4484331568
1440	0.4483982949
1441	0.4483604741
1442	0.4482492232
1443	0.4481885511
1444	0.4481580314
1445	0.4480447565
1446	0.4480084269
1447	0.4479602203
1448	0.4479131734
1449	0.4478917096
1450	0.4478479108
1451	0.4477888556
1452	0.4477634658
1453	0.4476867216
1454	0.4476107016
1455	0.447506595
1456	0.4473575497
1457	0.4472930134
1458	0.4472642366
1459	0.447229163
1460	0.4471975067
1461	0.4471495926
1462	0.4470647605
1463	0.4470504535
1464	0.4470053896
1465	0.4469665022
1466	0.4469048274
1467	0.4468667988
1468	0.4468042142
1469	0.4466833057
1470	0.4466481722
1471	0.4465855586
1472	0.4465223625
1473	0.446474821
1474	0.446414102
1475	0.4463674185
1476	0.4462946537
1477	0.4462038373
1478	0.4461312906
1479	0.4460657336
1480	0.4459870689
1481	0.4459671471
1482	0.445865169
1483	0.445768879
1484	0.445758072
1485	0.4457389914
1486	0.4456979333
1487	0.4456453901
1488	0.4455813794
1489	0.4455568386
1490	0.4453775649
1491	0.4453488131
1492	0.4452882424
1493	0.4452375009
1494	0.4452077824
1495	0.4451593323
1496	0.4451378404
1497	0.4450847965
1498	0.4450147802
1499	0.4449642468
1500	0.4449220949
1501	0.4448747358
1502	0.4447653154
1503	0.4447413438
1504	0.4446513574
1505	0.4445989625
1506	0.4445280255
1507	0.4444979144
1508	0.4444264191
1509	0.4443743438
1510	0.4443389374
